experiment,instance_id,cost,summary_cost,has_summary,summary_count,turn_count,mean_reasoning_tokens,mean_completion_tokens,mean_prompt_tokens,outcome,strategy,scaffold
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-20826,9.0532,0.0,False,0,175,0,168,64230,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-21568,0.2428,0.0,False,0,36,0,94,14666,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-22865,0.5924,0.0,False,0,51,0,122,20153,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-22871,1.4947,0.0,False,0,71,0,252,29474,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-23299,2.3857,0.0,False,0,102,0,188,33805,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-23314,0.1823,0.0,False,0,36,0,72,11029,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-23412,20.3334,0.0,False,0,251,0,109,85096,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-23476,0.6206,0.0,False,0,51,0,134,20439,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-24026,1.4711,0.0,False,0,76,0,111,28714,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-24177,1.7499,0.0,False,0,87,0,141,28966,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-24570,0.1871,0.0,False,0,35,0,140,10566,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-24627,0.3172,0.0,False,0,40,0,78,15712,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-24637,1.3212,0.0,False,0,53,0,89,35396,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-24870,0.9885,0.0,False,0,60,0,129,24853,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-25287,0.148,0.0,False,0,28,0,133,10629,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-25332,0.2711,0.0,False,0,40,0,114,14576,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-25479,0.5105,0.0,False,0,41,0,152,21577,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-25775,0.5922,0.0,False,0,47,0,105,20950,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-25960,0.3587,0.0,False,0,49,0,103,16296,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-26208,6.6744,0.0,False,0,152,0,194,59624,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-26291,1.8963,0.0,False,0,82,0,197,32529,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,matplotlib__matplotlib-26466,0.396,0.0,False,0,45,0,98,18545,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,mwaskom__seaborn-3069,1.5495,0.0,False,0,63,0,138,34230,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,mwaskom__seaborn-3187,0.8863,0.0,False,0,65,0,187,22319,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,psf__requests-1724,0.401,0.0,False,0,40,0,94,19257,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,psf__requests-1766,0.0457,0.0,False,0,13,0,80,6216,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,psf__requests-1921,1.0011,0.0,False,0,62,0,182,25020,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,psf__requests-2317,0.2523,0.0,False,0,40,0,92,13865,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,psf__requests-2931,0.1602,0.0,False,0,31,0,94,10925,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,psf__requests-6028,0.7333,0.0,False,0,51,0,146,22997,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pydata__xarray-2905,0.6135,0.0,False,0,59,0,110,20192,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pydata__xarray-4687,2.4108,0.0,False,0,98,0,106,35249,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pydata__xarray-6599,3.8502,0.0,False,0,108,0,225,48566,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pydata__xarray-6938,0.7437,0.0,False,0,49,0,132,23279,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pydata__xarray-6992,0.1414,0.0,False,0,37,0,90,7937,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pydata__xarray-7229,2.333,0.0,False,0,94,0,154,35573,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-4551,1.7968,0.0,False,0,89,0,135,29846,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-4604,1.1019,0.0,False,0,69,0,64,24096,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-4661,2.7247,0.0,False,0,97,0,70,39849,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-4970,0.3758,0.0,False,0,54,0,100,15577,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-6386,0.3547,0.0,False,0,46,0,82,17343,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-6528,11.142,0.0,False,0,199,0,255,69855,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-7080,0.6713,0.0,False,0,63,0,95,22831,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pylint-dev__pylint-8898,3.3632,0.0,False,0,103,0,215,44721,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pytest-dev__pytest-10356,0.8765,0.0,False,0,65,0,196,21107,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pytest-dev__pytest-5787,0.6166,0.0,False,0,55,0,139,18119,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pytest-dev__pytest-5840,0.4646,0.0,False,0,48,0,123,18583,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pytest-dev__pytest-6197,0.0712,0.0,False,0,20,0,60,7894,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pytest-dev__pytest-7490,1.0018,0.0,False,0,67,0,110,25269,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,pytest-dev__pytest-8399,0.3124,0.0,False,0,42,0,84,16650,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-12973,0.2356,0.0,False,0,29,0,230,16053,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-13124,1.4808,0.0,False,0,72,0,179,30301,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14087,1.1089,0.0,False,0,50,0,394,30053,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14629,1.1003,0.0,False,0,46,0,206,31110,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14710,0.1868,0.0,False,0,33,0,124,11831,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-14983,0.9393,0.0,False,0,62,0,76,24506,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-25102,6.9658,0.0,False,0,204,0,122,46415,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-25747,0.1993,0.0,False,0,31,0,102,13780,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,scikit-learn__scikit-learn-26194,2.5869,0.0,False,0,97,0,134,37531,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-10323,0.7552,0.0,False,0,49,0,257,23044,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-10435,0.806,0.0,False,0,49,0,68,25584,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-10449,1.324,0.0,False,0,68,0,153,28354,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-10466,0.0612,0.0,False,0,17,0,114,6743,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-10614,0.2993,0.0,False,0,39,0,164,16210,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-10673,0.2932,0.0,False,0,36,0,162,16092,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-11445,0.4434,0.0,False,0,69,0,88,14462,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-11510,1.7356,0.0,False,0,48,0,655,39657,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7440,1.0561,0.0,False,0,74,0,76,23095,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7454,0.5056,0.0,False,0,60,0,98,16753,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7462,0.1216,0.0,False,0,23,0,138,10455,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7590,0.7296,0.0,False,0,50,0,213,22512,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7748,2.4843,0.0,False,0,84,0,237,39981,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7757,0.7154,0.0,False,0,55,0,159,21428,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7889,0.1413,0.0,False,0,27,0,114,10703,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7910,0.7221,0.0,False,0,53,0,283,21538,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-7985,1.3548,0.0,False,0,48,0,72,37188,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8035,2.1451,0.0,False,0,81,0,148,37761,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8056,1.7793,0.0,False,0,74,0,180,33971,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8120,0.216,0.0,False,0,35,0,97,13228,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8265,1.7898,0.0,False,0,89,0,164,29902,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8269,0.1659,0.0,False,0,37,0,71,9736,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8459,0.7946,0.0,False,0,64,0,158,20610,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8475,2.2193,0.0,False,0,89,0,106,36040,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8548,4.3745,0.0,False,0,93,0,161,62293,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8551,0.3983,0.0,False,0,41,0,66,18391,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8593,4.2357,0.0,False,0,78,0,53,73839,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8595,0.4331,0.0,False,0,44,0,175,17291,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8621,5.7808,0.0,False,0,126,0,264,61778,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8638,3.1417,0.0,False,0,106,0,165,40836,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-8721,0.4595,0.0,False,0,43,0,188,19615,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9229,24.6689,0.0,False,0,239,0,182,97950,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9230,2.0019,0.0,False,0,90,0,170,32651,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9258,1.8286,0.0,False,0,81,0,151,32846,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9281,0.3077,0.0,False,0,44,0,127,15106,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9320,0.2268,0.0,False,0,29,0,146,16338,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9367,0.0879,0.0,False,0,17,0,99,9909,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9461,31.8466,0.0,False,0,240,0,141,121450,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9591,0.8937,0.0,False,0,60,0,83,23255,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9602,1.7928,0.0,False,0,89,0,147,29454,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9658,1.1859,0.0,False,0,65,0,160,27307,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9673,0.2398,0.0,False,0,37,0,124,13703,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9698,0.103,0.0,False,0,23,0,63,9291,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sphinx-doc__sphinx-9711,0.1957,0.0,False,0,39,0,138,10113,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-12489,14.3774,0.0,False,0,177,0,114,84970,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13031,0.6179,0.0,False,0,66,0,138,17135,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13091,0.4018,0.0,False,0,56,0,122,15734,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13615,0.9349,0.0,False,0,66,0,166,22353,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13852,0.4708,0.0,False,0,45,0,147,19352,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13877,0.7459,0.0,False,0,47,0,100,24212,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-13974,1.2432,0.0,False,0,65,0,172,28291,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-14248,4.8137,0.0,False,0,141,0,133,47097,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-15017,0.9006,0.0,False,0,67,0,128,21680,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-15345,2.5153,0.0,False,0,107,0,103,34536,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-15599,0.1751,0.0,False,0,27,0,105,13775,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-15875,0.2437,0.0,False,0,42,0,138,12178,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-15976,0.1413,0.0,False,0,27,0,141,10489,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-16597,0.7077,0.0,False,0,68,0,68,19647,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-17318,0.7001,0.0,False,0,55,0,140,22153,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-17630,0.3083,0.0,False,0,43,0,154,15214,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-18199,0.2656,0.0,False,0,42,0,128,13423,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-18211,0.2931,0.0,False,0,47,0,105,13551,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-18698,2.4487,0.0,False,0,89,0,140,39117,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-18763,1.0958,0.0,False,0,72,0,129,23986,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-20428,2.4231,0.0,False,0,95,0,148,36220,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-20438,0.6495,0.0,False,0,60,0,93,19388,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-20916,0.7923,0.0,False,0,61,0,183,21686,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-21596,0.8882,0.0,False,0,66,0,115,21916,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-21612,3.914,0.0,False,0,121,0,225,44705,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-21930,0.2874,0.0,False,0,44,0,158,13647,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-22080,2.6648,0.0,False,0,90,0,105,41347,0,Raw Agent,sweagent
local-Qwen3-Coder_480B_A35B_Instruct_FP8-baseline_raw.0-verified-500,sympy__sympy-23413,5.9501,0.0,False,0,125,0,213,63840,0,Raw Agent,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,astropy__astropy-7166,0.0242,0.0,False,0,13,0,33,4612,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,astropy__astropy-7336,0.0134,0.0,False,0,8,0,22,2898,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,astropy__astropy-7671,0.0722,0.0,False,0,31,0,27,5575,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-10914,0.0102,0.0,False,0,8,0,12,2984,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-10973,0.0187,0.0,False,0,12,0,44,3582,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11066,0.0058,0.0,False,0,4,0,14,2498,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11095,0.0103,0.0,False,0,8,0,19,2990,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11099,0.0065,0.0,False,0,6,0,39,1858,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11119,0.0585,0.0,False,0,7,0,13,25816,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11163,0.0084,0.0,False,0,5,0,82,2168,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11179,0.0842,0.0,False,0,23,0,43,8188,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11265,0.1891,0.0,False,0,51,0,24,9660,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11276,0.0298,0.0,False,0,14,0,24,5616,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11451,0.1015,0.0,False,0,44,0,32,5892,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11532,0.0371,0.0,False,0,18,0,32,4711,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11555,0.119,0.0,False,0,21,0,20,19953,1,Observation Masking,sweagent
gemini_2.5_flash_thinking-agent-t_0.8-baseline_N_1_M_10.0-verified-500,django__django-11603,0.1066,0.0,False,0,32,0,21,7513,1,Observation Masking,sweagent
